content,score
Sangat terbantu sekali oleh aplikasi JSS,5
Sangat bermanfaat bagi masyarakat,5
Bagus,5
"Ngurus ktp sejak tanggal 24 juni sampai tanggal 7 juli belu jadi proses ribet sekali ,, bikin ribet malah bikin lama prosesnya",1
Oke,5
",, yg j",5
"Hebat sekali pelayanan publik dukcapil kota jogja!!! Untuk penggantian KTP rusak melalui JSS dibutuhkan waktu 3 hari lebih, benar benar MAKAN GAJI BUTA. sekedar perbandingan saja penggantian KTP rusak di drivetrue dibutuhkan waktu 10 menit. Lewat aplikasi JSS dibutukan waktu 6X24 jam. Memang yang dilayani bukan hanya saya tapi apa juga selama itu juga proses pengajuan saya???!!!!",1
"Saya hendak mengajukan Pembuatan Kartu Pencari Kerja, tetapi setelah selesai mengisi biodata saya dan akan melanjutkan pengisian pendidikan formal namun masih terkunci dan tidak bisa dibuka sama sekali dengan kondisi tombol masih merah belum hijau.",5
Bagus & informatif,5
Kok presensi hilang jeh,5
Gagal trs di proses akhirnya .sulit bgt,3
"Mau update data perkawinan ya Allah ampe dari bulan lalu dicoba trus g bisa , masukin foto kk dll g bisa ğŸ˜£ pusing aing",1
Tak Perlu Ragu Jadi Profesional & Jangan lupa bahagia hari ini...,5
Saya ingin buka jogja smart service dengan cepat,5
Susah masuk,5
"Mental terus ke beranda, nganti kesel sik ngetik mbolan baleni terus",1
"Aplikasi tujuannya mempermudah petugas kerja bukan mempermudah masyarakat,di masyarakat tersebar ngurus ktp rusak mudah,dengan lewat drivthru aja bares,tp bukanya drivthru itu tidak turun dari kendaraan to,tapi kenapa harus lewat aplikasi JSS???????ğŸ¤”ğŸ¤”ğŸ¤”ğŸ¤”ğŸ¤”ğŸ¤”ğŸ¤”ğŸ¤”",1
Daftar aja lemotğŸ˜¡ğŸ˜¡ğŸ˜¡,1
"Parah,gagal terus di akhir proses",1
Aplikasi belum maksimal,1
"update jss versi 3.0.123 terbaru wifi free hotspot tidak berfungsi d imanapun ,tolong diperbaiki",1
Pelayanan tidak memuaskan malah makin lama,1
"mau registrasi aja lama,dari pagi sampe siang masih aja dlm proses",3
"Ini mau daftar KTP malah nge direct ke website, tapi di website diarahkan lagi untuk daftar via aplikasi... Mubeng2 jal",1
Gimana cara login WiFi free hospotnya?,4
"Harusnya online itu mempercepat,mempermudah bukan malah memperlambat.. saya rasa lebih cepar manual nyiapin berkas ambil nomer antrian di serahkan dah selesai.",1
oke punya,5
Bagus,5
Setelah diupgrade malah tidak bisa dibuka...hapus saja tidak bermanfaat menghabiskan kouta sajağŸ˜¬ğŸ˜¬,1
Ini kok fitur nya membingung kan ya ... Loading nya lama bgt trs kurang jelas juga ..,2
Masih bagus sama aplikasi sebelumnya. Diupdate malah makin eror..,1
Membantu masyarakat dalam layanan kependudukan dll,5
Bagus,5
Ok,4
Payah... Setelah diupdate malah nge lef terus,1
"Tolong dong dibikin widget buat presensi online nya, biar langsung dapat diakses di home screen. dan satu lagi tampilan home nya jangan berat2, hp kentang jadi lemot makasih... #karyawanpemkot",2
"Update aplikasi terbaru malah susah untuk digunakanpelaporan pajak parkir, cetak kode bayar tidak bisa berjalan.",2
Aplikasi satu untuk semua,5
Semoga kota Jogja semakin maju,5
Makasih banyak,5
"Update terbaru (2 juni 21), aplikasi lemot, daftar antrian puskesmas mental ke halaman beranda saat upload bpjs. Mohon di benahi. Maturnuwun",1
terlalu lamban,1
Bagus,5
"Kini, semua bisa dalam genggaman. Maju terus kota Jogja â¤",4
Jos,5
memudahkan urusan,4
Bagus dan sangat membantu.. Sejauh ini belum ada kendala dalam pengguan aplikasi :),5
Aplikasi ini sangat membantu,5
App yg informative dan membantu warga Jogja.,5
Gmn si ni apl tiap login ke wifi gk bisaaa,3
aplikasi marai mumet... meng arep ndelok nomor kk we mubeng minger...,5
Aplikasi yg memberikn Pelyanan kpd Pegawai & masy kota yk,4
Gak bisa login,1
Semog lancar apa yang saya harapkan,5
Mantul,5
brsan update..... cm untuk edit akun profil..ko blm bisa...mohon dilengkapi,4
Membantu,5
Bagus,5
Bagus perlu pengembangan kemudahan update,5
Sangat membantu dan memudahkan warga jogja untuk menikmati fasilitas serta pelayanan dari pemerintah jogja. Trimakasih,5
"iki piye tho dab .,, arep mlebu di jaluki nomer NIK,trus omonge nomer NIK durung kedaftar,,pas daftar nganggo nomer NIK omonge nomer NIK sudah terdaftar., Diwolak walik tetep ra dadi Bagus,, tapi tidak bisa mendaftar,, setiap kali mengisi form pendaftaran dengan nomer NIK sampai selesai, selalu ada pemberitahuan kalo sudah daftar,, tapi kalo masuk langsung dengan no NIK pemberitahuannya bahwa nomer anda sudah terdaftar,, padahal saat pendaftaran selalu gagal,, Aplikasi ne iseh uji coba po yo?",5
Bagus sekali,5
Menarik,5
Mantap...!!!,5
Mantap,5
Sangat mendukung pejerjaan,5
sangat membantu,5
Sangat bermanfaat,5
"Gimana ini aplikasi buat laporan tdk bisa, lebih simpel yg dulu buat laporan gampang mohon diperbaiki",3
Bermanfaat,5
Kenapa free hotspot skrg gabisa login,1
"Menu laporan saya tidak berfungsi ,tidak ada data muncul",5
Wait,5
Istimewa,5
Ok sipp,5
Josss...mantap aplikasinya sangat bermanfaat,5
TRASHHHHHHHHHHH,1
Jos sangat membantu,5
Sangat membantu untuk masyarakat,5
Jozzzzz...,5
Bagus,5
Sangat Dibutuhkan Warga Yogyakarta,5
Layanan masyarakat,3
Memuaskan,5
Sangat membantu masyarakat jogja,5
"Unggah foto ktp buat pendaftaran kartu kuning kok ga bisa i piye? Mohon dijawab, terima kasih",4
sangat mudah,5
Jossss,5
Bgus,5
Love it,5
Bagus,5
Good,5
aplikasi nya kurang bagus karena tidak bisa pakai wifi,1
"3 dulu y, soalnya pengen cari WiFi yg terhubung selalu miss atau di Maps ad, di tempatnya g ada",3
Keren...,5
Telah memperlancar komunikasi,5
Mantul alias mantap betul,5
Top bgt,5
Mantapp,5
"Keren, ringan di HP lawas juga fungsinya yg luar biasa. Bbrp kali mau daftar RS Pratama error pdhl nunggu lewat jam 00 agar kebagian, tapi setelah dicoba secara berkala lalu bisa. Goodluck untuk depelopnya, sehat terus untuk kita semua. Semoga ga error2 lagi. Trims",5
Ok,5
keren dan sangat membantu,5
sangat membantu. usefulllll,5
Api tenan,5
Bagus,5
Sering error untk absen pegawai,2
Kenapa eror ya,5
Sangat bagus,5
Jogja memang istimewa,5
Bagusss sih bisa utk acuan,3
Maaf ini layanan antrian rs pratama kok tidak bisa diakses ya?,4
"Hilang nomor sama hilang email susah ngurusnya,,ga bisa buat masuk lgi..parahhhhhhh",1
"untuk aplikasinya bagus tapi tolong di tambahkan beberapa stasiun tv misalnya adi tv, jogja tv, kresna tv dan stasiun televisi yg ada di diy.",5
Aplikasi yang sangat membantu kami warga kota Yogyakarta...ğŸ‘ğŸ‘,5
Ok,5
Luar biasa,5
Mantappp bagus,5
Bagus,5
good,5
Ok,5
Mau daftar trs mau login tp kk susah gk bisa2 padahal data sudah sesuai Kartu Identitas,2
top,5
"Pegawainya ramah""",5
Sangat lengkap dan mudah digunakan,5
Semakin maju jogjaku,5
"Untuk bisa tersambung WiFi, apakah harus menginstal aplikasi Jss ?",5
Sangat membantu. Thanks JSS,5
susah nggak seperti yg di gembar gemborkan...,1
menghemat waktu pada saat akan imunisasi,4
jos,5
Bagus,5
mantab,5
Nggak bisa diinstal di hp saya,1
"Saya baru daftar pada jss, sehingga belum mengetahui dan manfaat jss",3
Cepat tertangani,4
"Saya dan bapak saya tdk bisa login,gara gara dulu pernah login terus kehapus sekarang mau login ga bisa lagi, giamana cara nya biar bisa login lagi tolong",4
Luar biasa,5
Pdam,5
Bici,5
Bisa bikin akte kelahiran? Masukin anak ke kk? Tanpa surat pengantar rt rw?,5
Ok,5
Sempurna,5
sangat membantu,5
Sangat baik pelayanannya,4
Susah di download,5
Bagus,5
Masa pasport salah terus..gak jelas aplikasi ini,1
Yogya yes,5
Mantap,5
Sangat membantu warga Jogja,5
Pada saat sy aktivasi pertama kali terdapat kesalahan ketik utk NIK sehingga sy dinyatakan sebagai penduduk luar kota Yogyakarta. Harusnya 3471xxx tp kebalik 3741xxx. Untuk pembetulan NIK ini bagaimana caranya? Tanpa harus ganti email dan No HP. Terima kasih,3
Istimewa,5
aplikasi jelek loding terus,1
Tul,3
Cukup bagus,4
sangat membantu,5
Good app ...ğŸ‘ğŸ‘,5
Bagus u infonya,5
Bangga,5
Bermanfaat,5
Info kurang banyak dari pemerintah daerah yg bisa dibaca warga,5
Ada fitur menarik di dalamnya,5
Sangat membantu,5
Bagus,1
Mantab,5
Masuk susah terlalu rumit sudah bikin akun usser sama password sudah bener tetep aja salah kecewa,1
Sering update terus tp sama aja masih sering lemot bikin penyimpanan banyak lagi. Tolong diperbaiki,2
"Saya bukan pegawai, tp disuruh update JSS",1
Baik,5
"Belum bisa menggunakan jss ,carane",1
Good,5
Kami membutuhkan info masuk PTN dan PTS,5
Mau bikin laporan gangguan pdam gak bisa2.,1
Bagus,5
Bagus,5
Top,5
"Saya sering mengalami troubel saat memasukan e-kinerja , proses loadingnya lama bahkan tdk bisa trbuka dan sdh dicoba ganti2 jaringan. Padahal sebagai pegawai sudah memenuhi tanggung jawab kinerja yg bahkan sering melewati batas jam kerja, hanya karena harus mengisi laporan lagi kenapa malah sering terjadi eror pada aplikasi ini, tolong diperbaiki dan dilakukan pengecekan BUG secara berkala. Terimakasih.",1
Semoga bisa lebih efektif lagi demi kemajuan bersama,5
Semoga aplikasi JSS bisa beeguna& bermanfaat utk warga negara indonesia terutama warga jogja Semoga Terus dikembangkan & ditinggkatkan aplikasi ini,4
Maaf sebelumnya...tolong untuk pegawai yg ikut jam kerja shift terutama masuk sore untuk jam kepulangan diberi jeda/spaleng waktu untuk absen dan tolong mengenai jadwal kami yang sering trouble dan tidak dapat melakukan absen...mohon untuk dibenahi lg karna kami sebagai pegawai yg dirugikan padahal kami sudah melakukan kewajiban kami untuk memenuhi jam kerja,1
Perlu peningkatan,4
Sering bermasalah dan tanda jari tdk muncul shg pegawai gagal finger dan kena potongan TPP,1
Sangat membantu,5
baik,5
Bagus kok,1
Bagus,4
Sangat membantu,5
"Tolong presensi online di mas test dulu, sebelum di launch, terimakasih",1
Sangat membantu,4
Sering ada masalah di absen online,1
Belum bisa akses jss,1
Sering eroorrr,1
Bagus,4
"Dikembangkan lagi ,sukses",5
Jogja top,5
Cepat memberi tanggapan,5
Sangat bermanfaat untuk update kondisi situasi di DIY,4
Lumayan membantu,5
Mantap,5
Apik,5
Tidak aktif,4
Mempermudah birokrasi,5
Sippppppppppp,5
Bermanfaat,5
"Bagus, sangat membantu sekali....mantappp",5
Sangat membatu bagi warga jogya,3
Bauk,3
Mantap,5
Apik,5
Baik,4
Aplikasi yang baik untuk memudahkan administrasi warga Kota Yogyakarta dengan Pemerintah Kota Yogyakarta.,5
Bagus,3
Ok,5
Sangat membantu dan kewajiban kulo,5
Lambat sering error,2
Agak lemot,2
Baik,5
Sekarang sering eror mau absen harus updet terus dari kemarin,3
Mantab,5
Sangat membantu,5
Good,5
Presensi lebih pagi lebih lancar,5
Mantabs,5
Saya menulis ini.. Masih muyer muyer gak mau di download...,5
Respon lambat msh banyak troubel,1
Haryanti,5
Baik,5
Sering gag konek harus sering meng install ulang.,1
Aplikasi gak stabil Lelet,1
Okay,3
Bagus,5
JSS..HEBAT..YESS,5
Ok...,5
good,5
Good,4
Pkay,3
siipp,5
Aplikasi untuk semua,5
bagus,5
"Terima kasih Pemkot Yogyakarta, JSS sangat membantu sekali. Sukses",5
aplikasi presensi online kurang merakyat,1
Tri Krismilah,1
Sangat membantu warga yg ingin mengurus atau mengetahui banyak hal tentang kota Yogyakarta,5
Aplikasi yang sangat keren,5
Jos,5
Good,5
Mempermudah aktivitas pekerjaan,5
Mantap,5
Saya kesulitan untuk melakukan presensi,5
mohon di Bantu Versi Terbaru tidak bisa digunakan presensi,5
Lancar,5
Bagus,5
Sangat mendukung,5
Ok,5
Untuk bisa lebih ditingkatkan kualitas layanannya..terutama masalah jaminan konektivitas....masih sering bermasalah..,4
Ok,5
Baik,3
bagus d jln agak sepi bisa lancar samp 7 an,5
Siiip,3
Ok,5
Bagus,5
Sangat membantu warga jogja,4
Presensi berjalan krg lancar krn sering terganggu,3
Sangat bagus memudahkan mengakses,4
Sangat membantu,3
Mantapp..!!,5
Luar biasa semoga plot Jogja tetap yes....,4
Lancar oke,4
Keren aplikasinya,5
Keren kerja cepat dan tepat,5
tobat aplikasine marai mumet,5
saya tidak bisa login padahal udah daftar. gimna ini?,1
sangat sangat membantu,5
Ok,5
Ok,5
Top,5
Stop working di tablet Lenovo saya,1
Mantap,5
Ok,5
Ok,4
Aplikasinya Apik Tenan,5
Pasien pemula,5
Kok habis up date aplikasi ini.trus ga nyambung ada notifkasi aplikasi terhenti tunggu laporan,5
Jempoooooooollllll,5
pelayanannya mantab langsung jadi ğŸ‘,5
Luar biasa,4
Sangat bagus,5
Multi fungsi,5
Jos,5
Aplikasi nya ok,5
Jossss,5
Selalu tingkatkan layanan ke masyarakat dgn cara yang lebih simple dan mudah. Mtr nwn,5
Sip lah,5
Mohon maaf jika sdh di uodate muncul versi 076 namun tidak keluar presensi sidik jari nya bagaimana solusi nya ya... ? ğŸ™ğŸ™ğŸ™,5
Penuh perjuangan dan kesabaran,5
Banyak berita yang saya dapat dari jss,5
Semoga mudah,5
Sangat membantu,5
Mudah diakses dan cepat,5
Bagus,4
Dapat informasi secara lasung,4
Bagus,5
Mempermudah pekerjaan,5
Lancar akses jss,5
Luuar biasa,5
Kok mau gabti foto aja di browser gk bs,1
"Terimakasih,",5
Ok,5
Sangat membantulah,5
Ok,5
Aplikasi yg baik satu untuk semua,5
Aplikasi yg bagus,5
Slow respon.. pertanyaan saya 1 minggu tidak di jawab.. uninstall aja..,1
Nice gan,5
Good ğŸ‘ŒğŸ‘ŒğŸ‘ŒğŸ‘ğŸ‘ğŸ‘,5
"moga2 gk ribet biar bisa menggatikan data pishik, bismillah mugo2 iso gunakr",5
Sangat baik,5
Mantap,5
Uapik tenan aplikasine. Fitur dan isinya muantab tenan...,5
Jos,5
Mantabbb,5
Aplikasi satu untuk semua,5
Mantul,5
Sangat membantu,5
Lengkap,5
Bagus membantu sekali,5
Susah untuk penggantian email..sudah klik minta kirim kode verifikasi via nomor hp tpi tidak masuk2 kode verifikasinya...,1
Jossss.,5
Status propil dari ketua RT menjadi warga sudah registrasi ulang tapi belum berhasil,3
Harus lebih ditingkatkan lagi,3
Mantap sekali boshe,5
Kembangkan lagi,5
"susah untuk masuk, setiap masuk harus ganti pasword. perbaiki layanannya dong. Bikikn pusing.",2
"Bolan-baleni nglebokke NIK dan sesuai prosedur tapi gagal masuk... Uninstall meneh, semoga ada perbaikan. Tetep semangat & ikhlas melayani masyarakat nggih...",1
"Judulnya ""Aplikasi untuk memudahkan masyarakat dalam memperoleh layanan-layanan yang telah disediakan Oleh Pemerintah Kota Yogyakarta"". Tapi faktanya setiap mengajukan pertanyaan saja tak pernah ada tanggapan/balasan. Memudahkan darimananya ???",1
Keren,5
Berjualan online lebih menyrnangkan,5
"Saya ber KTP kabupaten Bantul , Yogyakarta , Sayang sekali TIDAK BISA MASUK DI APLIKASI INI . KE DEPANNYA , Kiranya wni yang ber KTP di wilayah D.I. Yogyakarta Bisa Masuk di sini . thank you .",4
Sangat membantu orang tua dan warga jogja,5
Info jogja cepat Info darurat tersedia,4
Sipp dah,5
Kemarin untuk daftar pelatihan bisa Namun untuk pelayanan kel&kec dan beberapa keperluan lain tidak bisa Selalu kembali ke halaman awal,3
"bagus, cuman yang dilapangan kurang bisa mengikuti yang sudah online, kadang sudah daftar online, sudah ada report dari JSS, begitu sampai tempat, instansi yang berkenaan masih belum siap. Cetak ini itu, file yang sudah diattach via jss, jadi berkas, baru diproses.",4
Sukses,5
Bermanfaat sekali untuk masyarakat Kota Yogyakarta,5
Blom maksimal.,4
Aplikasi JSS memang smart,5
Sangat bermanfaat,5
Aplikasi yang bagus. Sayang saya tidak bisa mengakses beberapa layanan karena ktp luar kota walau saya sudah beberapa tahun disini.,3
"Sayang , hanya untuk kota,,, semoga kedepan bisa menjangkau wilayah2 yg masuk kedalam DIY. Trimksih,,,ğŸ˜‰",3
Bagus dan bermanfaat,5
Istimewa seperti jogjaku ini,5
Bagus bgt,5
"Dari nenek, ayah,ibu dan saya lahir dan tinggal di jogja sejak kecil....KTP DIY kok di aplikasi terbaca warga luar kota,apkikasinya yg salah atau data dukcapilnya yg salah ya....mohon penjelasanya....terimakasih",4
Tidak bisa dipakai,1
Ok,5
Jogjaku istimewa,5
Dpt mengadu suatu permasalahan di lingkungan,5
Great,5
Sistemnya tambah susah dan lelet...,1
Ok,5
"Walau agak lama ,akhirnya berhasil ğŸ‘ğŸ™makasih",5
Saya sfh ikut,5
Ok,5
siip,5
Sangat bagus & sangat membantu memudah kn mendapat kn layanan kepemerintahan,5
Quick respon,5
"Dishub, layanan angkutan umum, blm ada di aplikasi ini",1
Pengumuman yg disampaikan oleh SMP 5 kok tdk tersampaikan kpd kami,1
Bagus,5
"Sangat menarik, banyak informasi baru yang bisa diperoleh.",5
"Buat apa aplikasi ini eg ada fungsinya, sy warga ktp kota jogja sdh pernah menggadu diaplikasi ini, eh mau laporan lagi malah eg bisa ke kirim tolong dibenahi, aku laporan pengajuan lampu baru go akses masjid neng gonku e rung dikabulke",2
ngirim file tidak bisa alias bug masih ada,3
"Saya sudah daftar tapi gagal karena NIK terdeteksi bukan warga DIY. padahal sy DIY asli. Terpaksa, sy un instal krn tdk ada fungsinya",2
Luar biasa,5
"Selamat untuk aplikasinya, kota Jogja semakin maju dan terdepan dalam layanan",5
"Aplikasi yang baik. Masih belum bisa digunakan, isi konten nya masih banyak yang belum bisa dioperasikan atau masih kosong. Saya punya harapan besar aplikasi JSS ini akan bisa membantu banyak kebutuhan. Terima kasih.",3
Mana muter2 terus,1
Sangat membantu,5
Sangat membantu kami dalam memantau anak,5
Bagus,5
Daftarnya ribet,1
Masih perlu perbaikan,3
Mantuulll,4
Sangat bermanfaat bagi kami dan lebih mempermudah langkah kami untuk mengecek data,5
Luarbiasa,5
"Terjadi bug .Saat menggeser layar ke bawah,tiba tiba kembali lagi ke atas,mohon diperbaiki",4
Josss gak bisa login,5
Aplikasi untuk memudahkan warga kota jogja untuk mengakses semua fasilitas dari pemerintah kota jogja kepada warga kota jogja..,5
Bisa mendapat info lbh lengkap!,5
Mau ganti email sama password lewat nomor hp tdk ada pesan verifikasi yang masukkğŸ˜ ğŸ˜¡ğŸ˜¡,1
Ok,5
"Mau daftar gagal terus, jawaban selalu username dah terdaftar padahal belum pernah daftar",1
Sangat membantu,5
semoga lbh mempercepat pelayan..,5
"3 dulu ya. Aplikasi bagus. Cuma usul aja, pendaftaran mendeteksi domisili dan tempat lahir. Domisili mgk daerah lain, tapi lahir dan besar di Jogja....mohon dipertimbangkan jadi member aplikasi. Sebagaimana orang lahir di daerah lain tapi domisili saat ini di Jogja. Suwun.",3
Ozy,1
Belum dapat info apa2...blm faham operasionalnya..,4
Good,5
Udah daftar tapi gak bisa kebuka gmn caranya,2
Mudah dan bermanfaat,5
Belum pernah,5
Sangat membantu dalam memberikan ruang bagi masyarakat untuk memberikn kontrol terhadap layanan pemerintah,5
Sering ga muncul notif waktu absensi. Kecuali kalo aplikasinya posisi dibuka baru muncul notif.,4
Bagus dan sangat membantu masyarakat,5
Membantu sekali,5
Masih byk yg osnya kitkat..tdk bs install,4
Bagus,5
Sinyal kurang baik,3
"Saya kecewa padahal saya asli orang Jogja dr kecil,tapi pas saya daftar katanya nik saya bukan orang Jogja ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­",2
Siip,5
Kopet... Login wae uangel. Jare terdaftar koq raiso login,1
Alhamdulillah lumayan,4
Sangat membantu,5
Bagus aplikasi ini,5
notifnya bikin kaget ğŸ˜‘,3
Aplikasi bagus dan udah instal baru sadar kalau ini aplikasi sepertinya hanya untuk jogja kota.kecewa yaaaa..!!!ğŸ˜‚ğŸ˜‚ğŸ˜‚,2
"Bagian konsultasi siswa, masuk ke bagian bank soal & download setiap dibuka masih keder/gerak ke atas terus padahal sudah saya gerakin ke bawah & jg error. Selebihnya sudah oke",4
Istimewa,4
Untuk wilayah Sleman belum bisa akses..kembangin lagi,3
masih perlu banyak perbaikan. saya orang bantul tp di app saya bukan orang jogja.. dan mau ikut dodolan tidak ada tombol add. mau tanya cs tidak bisa cm blank putih,2
Gak bisa daftar.,2
"Sebenarnya aplikasi yg bagus dan sangat bermanfaat, Hanya layanan aplikasi bisa ditingkatkan lagi , pilihan font huruf kurang besar , kalo ada opsi pilihan huruf lbh bagus lagi bikin betah sering2x berkunjung dimari . Apalagi ditambah mode gelap , lbh mantap . ğŸ‘ğŸ˜",3
Tidak bisa untuk membuat laporan...,1
Memudahkan urusan yang berhubungan dengan pemerintahan,5
Sangat bermanfaat,5
ko untuk daftar saja tidak bisa padahal asli jogja,1
Aplikasi ini sangat membantu sekali dalam melakukan pelaporan harian.,5
"Tidak bisa mendaftar, keterangannya KTP tidak terdaftar, padahal jelas KTP dr pemerintah.",1
Mantap,5
Susah dibuka,4
Gk bisa daftar.,1
Sangat berguna sekali,5
Jogja memang istimewa,4
Jogja istimewa,5
nice,5
Keren lah,5
"mal malioboro ke utara macet,keselatan lancar",5
"Suka, tapi kok masih ada yg saya klik tapi halaman kosong, atau mungkin hpq yg gak suport !! mohon di tingkatkan lagi",5
"Aktivasi ulang tidak pernah bisa,",1
Mempermudah akses komunikasi orang jogjağŸ˜Š,5
Semoga lebih baik lagi,3
Bagus aplikasi untuk pelayanan masyarakat,5
Belum bisa on,5
Ok,5
Makin ke sini makin oke.,5
Ok,5
Tingkatkan dalam pelayanan. Semoga membantu masyarakat,5
Keren dan mudah serta cepat menambah informasi,5
Responsive,5
Josssss,5
Terlalu ribet saat login,1
Syarat dan ketentuan kok bhs inggris....ra dong aku...ra sido,1
Mantap.,5
Oke,4
top,5
"JSS joss gandoss, go online, go realtime !!! Semoga lebih efisien dan efektif & bermanfaat bagi warga Jogja. . Semoga semua fitur berfungsi dan tidak lemot ya min, semangatt!!!!",5
Bagus sekali,5
"aplikasibagus, menuju Jogja smart city, apk masih perlu perbaikan. salah satu contohnya seperti akses cctv belum bisa diakses.",3
Baru latihan,5
cocok buat warga jogja,5
kota Jogja sekarang makin bagus penataanya terutama wilayah Malioboro,5
sdh aku daftar berulang kali ttp nggak bisa daftar ğŸ™„,1
kurang baik,2
"di saat lupa isi e-kinerja, pas ingat mau ngisi eh... kok server pas eror.... hufhhh sedihhh",1
app apa ini. susah bgt mau login harus aktivasi ulang2. gabisa2.,1
siip,5
Coba instal dulu. Aplikasi yg bagus buat warga Jogja.,5
sangat bagus dan membantu. terus tbah menu menu yg bermanfaat,5
"hebat,makin maju untuk Yogyakarta tercinta",5
Aplikasi Cerdas untuk warga Kota Yogyakarta dan pengunjung Kota Yogyakarta. Wajib install bagi penduduk berdomisili/ ber KTP Kota Yogyakarta. Jika Anda wisatawan di Kota Yogyakarta segera install aplikasi ini. Berasa seperti punya guide terpercaya.,5
baik,5
memudahkan warga mengakses informasi,5
aman,5
cukup membantu,4
bagus banyak membantu,5
good,5
oke tak coba dulu,3
trus ber semangat,5
Mumtaz,5
ok,5
mudah,5
sangat bermanfaat,5
oke,5
"jogja istimewa,",5
agak lama nunggu kiriman password.,3
saat diupdate malah hang,1
bagus dan sangat membantu,5
josss,5
sip,5
baik,4
joss,5
..deru x me?,5
Good,5
"sangat membantu , dan menambah wawasan.",5
"tidak bisa di operasikan setelah di upgrade ke jss yg baru,,,",1
apik,5
nice,5
ğŸ‘ğŸ¼,5
lumayan seperti kota yg sudah maju lainya,5
jogja smart oke,1
wow,5
semakin mudah semakin nyaman,5
sangat membantu masyarakat,5
kok tidak bisa lihat full balasan dari pertanyaan saya ?,2
very good,4
semakin bagus dan komunikatif,3
Tombol daftar ny ngumpet dimana,1
sip,5
untuk yg fontnya tidak kelihatan (bagian pendaftaran) bisa mengecipkan font di HPnya.... nanti otomatis ukuran huruf di dalam aplikasi akan menyesuaikan,5
ok,5
sangat bagus,5
"tidak bisa daftar,tombol daftarnya ridak kelihatan dan tidak bisa di scroll ke bawah. mohon perbaikan, terima kasih",2
"Mantap sekali, baru kali ini ada aplikasi all in one",5
"baik dan updated sekali, mohon lebih cepat untuk responnya..",5
ok,5
membantu,4
Tetap Istimewa dan berhati Nyaman,5
"mantul, fast respon",4
Susah Untuk live CCTV.. Terlalu Berat Datanya untuk live.,2
siiip,5
Keren pak Heroe,5
oke,5
sippp,4
bagus,4
Sangat bermanfaat,5
sangat membantu,5
kurang cepat responnya,3
bagus,5
top,5
bagus,5
sangat membantu ğŸ™,5
jos gandos,5
cepat tanggap waktu lapor,5
sangat membantu,5
lumayan enteng aplikasinya,5
sedikit2 didandani... :(,2
bagus,5
Siiip,5
membantu ukm untuk memasarka produk nya..,4
smart,5
Susah gabung,5
Info Kegiatan donordarah&pesan darah ke pmi blm ada ya?,5
Tolong buat versi ios untuk pengguna iphone. Makasih,1
Aplikasi nya ngangat membantu sekali,5
Sudah beberapa warga RT sy yang mencoba fitur pengaduan prasarana PJU kesulitan ketika memilih lokasi...,3
Peningkatan pelayanan prima kepada warga kota yogyakarta.,5
Bagus bermanfaat,5
Udah bagus,4
Bagus,3
Semoga berguna biasa jd penyambung lidah rakyat Jogja,5
selalu tambah inovasi baru,3
ğŸ‘sngt membantu,5
Belum pernah mempergunakan saja,5
Ok,5
Penting sekali,4
Saya dari kecil hidup di kota jogja. KTP juga kota jogja Masak di status dinyatakan bukan warga kota...?? Anehhhhh.....,3
Mntab dan sangat membantu buat cek pbb sy yg ada d kota jogja,5
Tingkatkan yg akurat,5
Baik,5
"Aplikasi msh sering trouble,jd msh perlu disempurnakan",3
